Cód. Producto AFB;Producto;Presentación;Cód. Tamaño;Tamaño;Cod. Lab. AFB;Laboratorio;Cod. Fam. AFB;Familia AFB;Cód. Ppio. AFB;Principio Activo;Cód. Barras;Troquel;Cód. Tipo Rct. AFB;Tipo Receta
32389;LOSTAPROLOL;5 mg comp.rec.x 30;C;CHICO;229;TEMIS LOSTALO;00238;BETABLOQUEANTE;01425;BISOPROLOL;7795337908947;5097421;R;VENTA BAJO RECETA
55671;PROBLOCK;5 mg comp.rec.x 30;C;CHICO;478;ECZANE;00238;BETABLOQUEANTE;01425;BISOPROLOL;7797416013061;6444261;R;VENTA BAJO RECETA
58965;CORBIS;5 mg comp.rec.x 60;G;GRANDE;203;ROEMMERS;00238;BETABLOQUEANTE;01425;BISOPROLOL;7795345122823;4676308;R;VENTA BAJO RECETA
57651;CARDIPLEN;5 mg comp.x 30;C;CHICO;045;CASASCO S.A.I.C.;00238;BETABLOQUEANTE;01425;BISOPROLOL;7791909100863;6598391;R;VENTA BAJO RECETA
56569;BISOFEC 5;5 mg comp.x 30;C;CHICO;092;FECOFAR COOP. LTDA.;00238;BETABLOQUEANTE;01425;BISOPROLOL;7798006302381;654568;R;VENTA BAJO RECETA
53040;BIPROSOL 5 MG;5 mg comp.x 30;C;CHICO;140;LEPETIT PHARMA SA;00238;BETABLOQUEANTE;01425;BISOPROLOL;7798112990595;6192421;R;VENTA BAJO RECETA
27358;CONCOR;5 mg comp.x 30;C;CHICO;498;PHOENIX-ELEA;00238;BETABLOQUEANTE;01425;BISOPROLOL;7796285270636;3418341;R;VENTA BAJO RECETA
55925;BISOPROLOL TEVA;5 mg comp.x 30;C;CHICO;518;IVAX ARGENTINA S.A.;00238;BETABLOQUEANTE;01425;BISOPROLOL;7795326020452;6479421;R;VENTA BAJO RECETA
57127;BICARDIL;10 mg comp.rec.x 30;C;CHICO;023;BALIARDA S.A.;00238;BETABLOQUEANTE;01425;BISOPROLOL;7795338999319;6548133;R;VENTA BAJO RECETA
53331;BISOPIL;10 mg comp.rec.x 30;C;CHICO;103;GADOR S.A.;00238;BETABLOQUEANTE;01425;BISOPROLOL;7792183002638;6440421;R;VENTA BAJO RECETA
25417;CORBIS;10 mg comp.rec.x 30;C;CHICO;203;ROEMMERS;00238;BETABLOQUEANTE;01425;BISOPROLOL;7795345010847;4676486;R;VENTA BAJO RECETA
32390;LOSTAPROLOL;10 mg comp.rec.x 30;C;CHICO;229;TEMIS LOSTALO;00238;BETABLOQUEANTE;01425;BISOPROLOL;7795337908923;5097581;R;VENTA BAJO RECETA
57506;PROBLOCK;10 mg comp.rec.x 30;C;CHICO;478;ECZANE;00238;BETABLOQUEANTE;01425;BISOPROLOL;7797416013085;6444391;R;VENTA BAJO RECETA
58967;CORBIS;10 mg comp.rec.x 60;G;GRANDE;203;ROEMMERS;00238;BETABLOQUEANTE;01425;BISOPROLOL;7795345122830;4676488;R;VENTA BAJO RECETA
57652;CARDIPLEN;10 mg comp.x 30;C;CHICO;045;CASASCO S.A.I.C.;00238;BETABLOQUEANTE;01425;BISOPROLOL;7791909100894;6598423;R;VENTA BAJO RECETA
56570;BISOFEC 10;10 mg comp.x 30;C;CHICO;092;FECOFAR COOP. LTDA.;00238;BETABLOQUEANTE;01425;BISOPROLOL;7798006302398;654571;R;VENTA BAJO RECETA
53039;BIPROSOL 10 MG;10 mg comp.x 30;C;CHICO;140;LEPETIT PHARMA SA;00238;BETABLOQUEANTE;01425;BISOPROLOL;7798112990618;6192551;R;VENTA BAJO RECETA
27359;CONCOR;10 mg comp.x 30;C;CHICO;498;PHOENIX-ELEA;00238;BETABLOQUEANTE;01425;BISOPROLOL;7796285270612;3418421;R;VENTA BAJO RECETA
55926;BISOPROLOL TEVA;10 mg comp.x 30;C;CHICO;518;IVAX ARGENTINA S.A.;00238;BETABLOQUEANTE;01425;BISOPROLOL;7795326020469;6479551;R;VENTA BAJO RECETA
22916;BROMEXIDRIL;80 mg% jbe.x 120 ml;C;CHICO;064;KLONAL S.R.L.;00118;MUCOLÍTICO;01318;BROMHEXINA;7795360001738;4481691;R;VENTA BAJO RECETA
30114;NAMIR;jbe.x 120 ml;C;CHICO;074;DUNCAN  S.C.A.;00523;EXPECTORANTE MUCOLÍTICO;01318;BROMHEXINA;7795361378709;4974291;R;VENTA BAJO RECETA
49527;BUDECORT ENEMA;2 mg enema x 7;C;CHICO;212;SANITAS ARG. S.A.;00569;ANTIINFLAM.INTESTINAL;01346;BUDESONIDE;7795373024434;6166845;R;VENTA BAJO RECETA
54212;CORTIMENT;9 mg comp.x 20;C;CHICO;364;FERRING  S.A.;01064;GLUCOCORTICOESTEROIDE;01346;BUDESONIDE;7795309000488;6394392;R;VENTA BAJO RECETA
39774;NEUMOTEX BRONQUIAL PEDIATRICO;50 mcg aer.x 200 dosis;C;CHICO;498;PHOENIX-ELEA;00079;CORTICOSTEROIDE;01346;BUDESONIDE;7791848244697;3894962;R;VENTA BAJO RECETA
11208;NEUMOTEX NASAL;50 mcg aer.x 200 ds.;C;CHICO;498;PHOENIX-ELEA;00249;ANTIALÉRGICO ANTIINFLAMATORIO;01346;BUDESONIDE;7791848244925;3443591;R;VENTA BAJO RECETA
39773;NEUMOTEX BRONQUIAL CON AEROCAM;200 mcg aer.x 100 dosis;C;CHICO;498;PHOENIX-ELEA;00079;CORTICOSTEROIDE;01346;BUDESONIDE;7791848244703;3443413;R;VENTA BAJO RECETA
11209;NEUMOTEX BRONQUIAL;200 mcg aer.x 100 dosis;C;CHICO;498;PHOENIX-ELEA;00249;ANTIALÉRGICO ANTIINFLAMATORIO;01346;BUDESONIDE;7791848244918;3443411;R;VENTA BAJO RECETA
45935;NEUMOCORT HFA;200 mcg aer.x 200 dosis;C;CHICO;046;PABLO CASSARA S.R.L.;00031;ANTIASMÁTICO;01346;BUDESONIDE;7795373012912;5962682;R;VENTA BAJO RECETA
30911;NEUMOTEX BRONQUIAL;200 mcg aer.x 200 dosis;G;GRANDE;498;PHOENIX-ELEA;00249;ANTIALÉRGICO ANTIINFLAMATORIO;01346;BUDESONIDE;7791848244710;3443412;R;VENTA BAJO RECETA
14483;SPIROCORT TURBUHALER;200 mcg env.x 200 dosis;C;CHICO;120;ASTRAZENECA S.A.;00031;ANTIASMÁTICO;01346;BUDESONIDE;7795302069017;3798771;R;VENTA BAJO RECETA
47358;NEUMOCORT + AEROMED;200 mcg HFA aer.x 200ds.;C;CHICO;046;PABLO CASSARA S.R.L.;00031;ANTIASMÁTICO;01346;BUDESONIDE;7795373022362;6079396;R;VENTA BAJO RECETA
38384;AEROVENT;200mcg aer.bronq.x 60ds.;C;CHICO;805;MEDISOL;00031;ANTIASMÁTICO;01346;BUDESONIDE;7795373010215;5252411;R;VENTA BAJO RECETA
59587;AEROVENT;200mcg aer.bronq.x 120ds;G;GRANDE;805;MEDISOL;00031;ANTIASMÁTICO;01346;BUDESONIDE;7795373031524;5252412;R;VENTA BAJO RECETA
15168;NEUMOTEX BRONQUIAL FORTE;400 mcg aer.x 100 dosis;C;CHICO;498;PHOENIX-ELEA;00249;ANTIALÉRGICO ANTIINFLAMATORIO;01346;BUDESONIDE;7791848244956;3895031;R;VENTA BAJO RECETA
14484;SPIROCORT TURBUHALER;400 mcg env.x 200 dosis;C;CHICO;120;ASTRAZENECA S.A.;00031;ANTIASMÁTICO;01346;BUDESONIDE;7795302069024;3787121;R;VENTA BAJO RECETA
24601;NEUMOTEX BRONQUIAL PEDIATRICO;aer.x 200 dosis;C;CHICO;498;PHOENIX-ELEA;00249;ANTIALÉRGICO ANTIINFLAMATORIO;01346;BUDESONIDE;7791848244970;3894961;R;VENTA BAJO RECETA
46033;AEROVIAL HFA;aer.x 200 ds.+adapt.buc.;C;CHICO;797;LAB INTERNAC;00778;ANTIINFLAM.CORTICOSTEROIDE;01346;BUDESONIDE;7793569006851;599384;R;VENTA BAJO RECETA
36400;RINO-B 100;aerosol x 100 dosis;C;CHICO;498;PHOENIX-ELEA;00583;DESCONGESTIVO NASAL;01346;BUDESONIDE;7795373011557;4457696;R;VENTA BAJO RECETA
40086;BUDESONIDA DF BRONQUIAL;aerosol x 200 dosis;C;CHICO;312;DENVER FARMA S.A.;00031;ANTIASMÁTICO;01346;BUDESONIDE;7798050061517;5462681;R;VENTA BAJO RECETA
22488;RINO-B 50;aerosol x 200 dosis;C;CHICO;498;PHOENIX-ELEA;00583;DESCONGESTIVO NASAL;01346;BUDESONIDE;7795373011519;4457431;R;VENTA BAJO RECETA
20363;ENTOCORT;caps.lib.contr.x 100;C;CHICO;478;ECZANE;00569;ANTIINFLAM.INTESTINAL;01346;BUDESONIDE;7795302050909;4267431;R;VENTA BAJO RECETA
26442;NEUMOTEX 200;caps.p/inhalar x 60;C;CHICO;498;PHOENIX-ELEA;00249;ANTIALÉRGICO ANTIINFLAMATORIO;01346;BUDESONIDE;7791848244833;4673671;R;VENTA BAJO RECETA
26443;NEUMOTEX 400;caps.p/inhalar x 60;C;CHICO;498;PHOENIX-ELEA;00249;ANTIALÉRGICO ANTIINFLAMATORIO;01346;BUDESONIDE;7791848244840;4673751;R;VENTA BAJO RECETA
59543;BUDENOFALK;cáps.x 100;C;CHICO;742;BIOTOSCANA FARMA SA;00569;ANTIINFLAM.INTESTINAL;01346;BUDESONIDE;7798011832668;6084849;R;VENTA BAJO RECETA
40610;BUDESONIDA DF NEBU;env.x 20 ml;C;CHICO;312;DENVER FARMA S.A.;00249;ANTIALÉRGICO ANTIINFLAMATORIO;01346;BUDESONIDE;7798050061531;5456971;R;VENTA BAJO RECETA
45886;NEUMOTEX NEBU;env.x 20 ml;C;CHICO;498;PHOENIX-ELEA;00249;ANTIALÉRGICO ANTIINFLAMATORIO;01346;BUDESONIDE;7791848245007;3917062;R;VENTA BAJO RECETA
47091;BUDENOFALK;espuma rectal x14 aplic.;C;CHICO;742;BIOTOSCANA FARMA SA;00569;ANTIINFLAM.INTESTINAL;01346;BUDESONIDE;7798011830398;6037391;R;VENTA BAJO RECETA
33248;PROETZONIDE NEBU;fco.x 20 ml;C;CHICO;058;DALLAS  S.A.;00249;ANTIALÉRGICO ANTIINFLAMATORIO;01346;BUDESONIDE;7795331006717;4381941;R;VENTA BAJO RECETA
49170;RINO-B NEBU CON DILUYENTE;gts.p/nebulizar x 20 ml;C;CHICO;498;PHOENIX-ELEA;00583;DESCONGESTIVO NASAL;01346;BUDESONIDE;7795373011151;4457511;R;VENTA BAJO RECETA
29510;RINO-B NEBU;gts.p/nebulizar x 20 ml;C;CHICO;498;PHOENIX-ELEA;00911;ANTIALÉRGICO CORTICOSTEROIDE;01346;BUDESONIDE;7795373011489;4457512;R;VENTA BAJO RECETA
21775;BUDESON NEBU;sol.x 20 ml;C;CHICO;018;EUROFARMA ARGENTINA S.A.;00249;ANTIALÉRGICO ANTIINFLAMATORIO;01346;BUDESONIDE;7798016922531;4196491;R;VENTA BAJO RECETA
46879;EXUDROL BUDE;sol.x 20 ml;C;CHICO;397;LAFEDAR;00031;ANTIASMÁTICO;01346;BUDESONIDE;7798021291691;561943;R;VENTA BAJO RECETA
28698;HYPERSOL B 100;spray nasal x 100 dosis;C;CHICO;046;PABLO CASSARA S.R.L.;00249;ANTIALÉRGICO ANTIINFLAMATORIO;01346;BUDESONIDE;7795373011700;4877951;R;VENTA BAJO RECETA
28697;HYPERSOL B 50;spray nasal x 200 dosis;C;CHICO;046;PABLO CASSARA S.R.L.;00249;ANTIALÉRGICO ANTIINFLAMATORIO;01346;BUDESONIDE;7795373011755;4877873;R;VENTA BAJO RECETA
20012;BUFLOMED;50 mg iny.a.x 6;C;CHICO;404;SCOTT-CASSAR;00229;VASODILATADOR CEREBRAL;01350;BUFLOMEDIL;7795373014589;9920012;R;VENTA BAJO RECETA
22144;BUFLOMEDIL LAFEDAR;iny.a.x 6;C;CHICO;397;LAFEDAR;00229;VASODILATADOR CEREBRAL;01350;BUFLOMEDIL;7798021290564;292318;R;VENTA BAJO RECETA
26682;LACTAMAX;0.5 mg comp.x 2;C;CHICO;032;BETA S.A.;00539;INHIBIDOR SECR.PROLACTINA;01071;CABERGOLINA;7795328057302;4748751;R;VENTA BAJO RECETA
18983;DOSTINEX;0.5 mg comp.x 2;C;CHICO;179;PFIZER S.R.L.;00539;INHIBIDOR SECR.PROLACTINA;01071;CABERGOLINA;7791824117472;4098641;R;VENTA BAJO RECETA
43331;CABERTRIX;0.5 mg comp.x 2;C;CHICO;192;RAFFO;00539;INHIBIDOR SECR.PROLACTINA;01071;CABERGOLINA;7798084685154;5207191;R;VENTA BAJO RECETA
26683;LACTAMAX;0.5 mg comp.x 8;G;GRANDE;032;BETA S.A.;00539;INHIBIDOR SECR.PROLACTINA;01071;CABERGOLINA;7795328057326;4748753;R;VENTA BAJO RECETA
18984;DOSTINEX;0.5 mg comp.x 8;G;GRANDE;179;PFIZER S.R.L.;00539;INHIBIDOR SECR.PROLACTINA;01071;CABERGOLINA;7791824117489;4098642;R;VENTA BAJO RECETA
43332;CABERTRIX;0.5 mg comp.x 8;G;GRANDE;192;RAFFO;00539;INHIBIDOR SECR.PROLACTINA;01071;CABERGOLINA;7798084685161;5207193;R;VENTA BAJO RECETA
37382;CABERPAR;1 mg comp.x 10;C;CHICO;200;RONTAG S.A.;00059;ANTIPARKINSONIANO;01071;CABERGOLINA;7795351982336;5183881;R;VENTA BAJO RECETA
29559;CABASER;1 mg comp.x 30;C;CHICO;179;PFIZER S.R.L.;00059;ANTIPARKINSONIANO;01071;CABERGOLINA;7791824117274;4948153;R;VENTA BAJO RECETA
39687;CABERPAR;2 mg comp.x 30;C;CHICO;200;RONTAG S.A.;00059;ANTIPARKINSONIANO;01071;CABERGOLINA;7795351982732;5183935;R;VENTA BAJO RECETA
50317;CUTANIT LOCION;env.x 20 ml;C;CHICO;138;LAZAR Y CIA. S.A.Q. E I.;00322;ANTIPSORIÁSICO;00348;CALCIPOTRIOL;7795347913023;5994001;R;VENTA BAJO RECETA
11937;BETRIOL;ung.x 30 g;C;CHICO;009;ANDROMACO  S.A.I.C.I.;00322;ANTIPSORIÁSICO;00348;CALCIPOTRIOL;7793742102233;3387741;R;VENTA BAJO RECETA
47733;CUTANIT;ung.x 30 g;C;CHICO;138;LAZAR Y CIA. S.A.Q. E I.;00322;ANTIPSORIÁSICO;00348;CALCIPOTRIOL;7795347000570;5993971;R;VENTA BAJO RECETA
41603;CEFALEXINA ARGENTIA DUO;1 g comp. x 14;C;CHICO;903;SIEGFRIED S.A.;00004;ANTIBIÓTICO;01676;CEFALEXINA;7798129411021;2856865;A;VENTA BAJO RECETA ARCHIVADA
00437;CEFALEXINA ARGENTIA DUO;1 g comp. x 16;G;GRANDE;903;SIEGFRIED S.A.;00004;ANTIBIÓTICO;01676;CEFALEXINA;7798129410130;2856862;A;VENTA BAJO RECETA ARCHIVADA
53498;CEFADUO;1 g comp.rec.x 10;C;CHICO;007;AUSTRAL  S.A.;00004;ANTIBIÓTICO;01676;CEFALEXINA;7798011653225;4274362;A;VENTA BAJO RECETA ARCHIVADA
06276;CEFALEXINA RICHET;1 g comp.x 8;C;CHICO;196;RICHET S.A.;00004;ANTIBIÓTICO;01676;CEFALEXINA;7795336233132;2835491;A;VENTA BAJO RECETA ARCHIVADA
37230;CEPOREXIN DUO 1 GR;1 g comp.x 14;C;CHICO;203;ROEMMERS;00004;ANTIBIÓTICO;01676;CEFALEXINA;7795345123448;3065072;A;VENTA BAJO RECETA ARCHIVADA
49795;CEFALEXINA RICHET;1 g comp.x 14;M;MEDIANO;196;RICHET S.A.;00004;ANTIBIÓTICO;01676;CEFALEXINA;7795336003483;2835493;A;VENTA BAJO RECETA ARCHIVADA
51281;CEFALEXINA LABSA;1 g comp.x 16;C;CHICO;635;LABSA;00004;ANTIBIÓTICO;01676;CEFALEXINA;7798141213795;9951281;A;VENTA BAJO RECETA ARCHIVADA
49459;CEPOREXIN DUO 1 GR;1 g comp.x 16;G;GRANDE;203;ROEMMERS;00004;ANTIBIÓTICO;01676;CEFALEXINA;7795380001428;3065073;A;VENTA BAJO RECETA ARCHIVADA
21256;CEFAGRAND;1 g comp.x 16;G;GRANDE;859;BIOSINTEX RETAIL;00004;ANTIBIÓTICO;01676;CEFALEXINA;7794207085207;9921256;A;VENTA BAJO RECETA ARCHIVADA
06281;CEFALEXINA RICHET;1 g comp.x 16 (TRZB);T;TERCERO;196;RICHET S.A.;00004;ANTIBIÓTICO;01676;CEFALEXINA;7795336233149;2835492;A;VENTA BAJO RECETA ARCHIVADA
09871;CEFALEXINA FABRA;250 mg jbe.x 60 ml;C;CHICO;087;FABRA S.R.L.;00004;ANTIBIÓTICO;01676;CEFALEXINA;7795332000141;3166051;A;VENTA BAJO RECETA ARCHIVADA
51278;CEFALEXINA LABSA;250 mg jbe.x 90 ml;C;CHICO;635;LABSA;00004;ANTIBIÓTICO;01676;CEFALEXINA;7798141213825;9951278;A;VENTA BAJO RECETA ARCHIVADA
15805;CEFALEXINA FABRA;250 mg jbe.x 90 ml;M;MEDIANO;087;FABRA S.R.L.;00004;ANTIBIÓTICO;01676;CEFALEXINA;7795332000745;3166052;A;VENTA BAJO RECETA ARCHIVADA
11676;CEFALEXINA RICHET;250 mg pvo.p/susp.x 18ds;C;CHICO;196;RICHET S.A.;00004;ANTIBIÓTICO;01676;CEFALEXINA;7795336233194;2835073;A;VENTA BAJO RECETA ARCHIVADA
07553;CEFALEXINA RICHET;250 mg pvo.p/susp.x 24ds;G;GRANDE;196;RICHET S.A.;00004;ANTIBIÓTICO;01676;CEFALEXINA;7795336233040;2835072;A;VENTA BAJO RECETA ARCHIVADA
31269;CEFALEXINA SANT GALL FRIBURG;250 mg susp.ext.x 90 ml;G;GRANDE;213;SANT GALL;00004;ANTIBIÓTICO;01676;CEFALEXINA;7798052710116;3652062;A;VENTA BAJO RECETA ARCHIVADA
30450;VELEXINA;250 mg susp.oral x 90 ml;C;CHICO;064;KLONAL S.R.L.;00004;ANTIBIÓTICO;01676;CEFALEXINA;7795360001479;3884982;A;VENTA BAJO RECETA ARCHIVADA
46915;LAFEXINA;250 mg susp.x 90 ml;C;CHICO;397;LAFEDAR;00004;ANTIBIÓTICO;01676;CEFALEXINA;7798021291431;4615912;A;VENTA BAJO RECETA ARCHIVADA
00433;CEFALEXINA ARGENTIA;250 mg susp.x 90 ml;C;CHICO;903;SIEGFRIED S.A.;00004;ANTIBIÓTICO;01676;CEFALEXINA;7798129410161;2856602;A;VENTA BAJO RECETA ARCHIVADA
46916;LAFEXINA;250 mg susp.x 120 ml;G;GRANDE;397;LAFEDAR;00004;ANTIBIÓTICO;01676;CEFALEXINA;7798021291776;4615913;A;VENTA BAJO RECETA ARCHIVADA
05581;CEFALEXINA ARGENTIA;250 mg susp.x 120 ml;G;GRANDE;903;SIEGFRIED S.A.;00004;ANTIBIÓTICO;01676;CEFALEXINA;7798129410178;2856603;A;VENTA BAJO RECETA ARCHIVADA
50918;CEFAGRAND;500 g comp.x 16;C;CHICO;859;BIOSINTEX RETAIL;00004;ANTIBIÓTICO;01676;CEFALEXINA;7794207084668;4381282;A;VENTA BAJO RECETA ARCHIVADA
58716;CEFALEXINA HLB;500 mg comp. x 16;C;CHICO;681;HLB PHARMA;00004;ANTIBIÓTICO;01676;CEFALEXINA;7798091269753;666255;A;VENTA BAJO RECETA ARCHIVADA
05070;KEFORAL;500 mg comp.rec.x 8;C;CHICO;518;IVAX ARGENTINA S.A.;00004;ANTIBIÓTICO;01676;CEFALEXINA;7795326002441;1729162;A;VENTA BAJO RECETA ARCHIVADA
39155;SANIBIOTIC;500 mg comp.rec.x 10;C;CHICO;141;LERSAN;00004;ANTIBIÓTICO;01676;CEFALEXINA;7798011651719;4970791;A;VENTA BAJO RECETA ARCHIVADA
50046;SINURIT;500 mg comp.rec.x 16;C;CHICO;235;MICROSULES ARGENTINA S.A.;00004;ANTIBIÓTICO;01676;CEFALEXINA;7791829000830;5923263;A;VENTA BAJO RECETA ARCHIVADA
58626;BUTEFINA;500 mg comp.rec.x 16;C;CHICO;891;SAVANT GENER;00004;ANTIBIÓTICO;01676;CEFALEXINA;7798032937472;5537842;A;VENTA BAJO RECETA ARCHIVADA
05071;KEFORAL;500 mg comp.rec.x 16;M;MEDIANO;518;IVAX ARGENTINA S.A.;00004;ANTIBIÓTICO;01676;CEFALEXINA;7795326002458;1729163;A;VENTA BAJO RECETA ARCHIVADA
34742;KEFORAL;500 mg comp.rec.x 24;T;TERCERO;518;IVAX ARGENTINA S.A.;00004;ANTIBIÓTICO;01676;CEFALEXINA;7795326003806;1729164;A;VENTA BAJO RECETA ARCHIVADA
27125;CEFALEXINA FABRA;500 mg comp.x 8;C;CHICO;087;FABRA S.R.L.;00004;ANTIBIÓTICO;01676;CEFALEXINA;7795332020798;3165981;A;VENTA BAJO RECETA ARCHIVADA
33487;CEFALEXINA FECOFAR;500 mg comp.x 8;C;CHICO;092;FECOFAR COOP. LTDA.;00004;ANTIBIÓTICO;01676;CEFALEXINA;7798006300417;5069531;A;VENTA BAJO RECETA ARCHIVADA
07165;CEFALEXINA RICHET;500 mg comp.x 8;C;CHICO;196;RICHET S.A.;00004;ANTIBIÓTICO;01676;CEFALEXINA;7795336233118;2835311;A;VENTA BAJO RECETA ARCHIVADA
00618;CEPOREXIN;500 mg comp.x 8;C;CHICO;203;ROEMMERS;00004;ANTIBIÓTICO;01676;CEFALEXINA;7795345123486;2434861;A;VENTA BAJO RECETA ARCHIVADA
13897;CEFOSPOREN;500 mg comp.x 8;C;CHICO;226;TRB-PHARMA;00004;ANTIBIÓTICO;01676;CEFALEXINA;7795371000263;2246345;A;VENTA BAJO RECETA ARCHIVADA
46919;LAFEXINA;500 mg comp.x 8;C;CHICO;397;LAFEDAR;00004;ANTIBIÓTICO;01676;CEFALEXINA;7798021291363;4615751;A;VENTA BAJO RECETA ARCHIVADA
53996;RIBAMICIN;500 mg comp.x 8;C;CHICO;574;RONNET LABORATOIRES S.A.;00004;ANTIBIÓTICO;01676;CEFALEXINA;7798090760197;5752261;A;VENTA BAJO RECETA ARCHIVADA
32068;CEFALEXINA ARGENTIA;500 mg comp.x 8;C;CHICO;903;SIEGFRIED S.A.;00004;ANTIBIÓTICO;01676;CEFALEXINA;7798129410123;2856781;A;VENTA BAJO RECETA ARCHIVADA
19862;VELEXINA;500 mg comp.x 16;C;CHICO;064;KLONAL S.R.L.;00004;ANTIBIÓTICO;01676;CEFALEXINA;7795360001486;3884802;A;VENTA BAJO RECETA ARCHIVADA
31268;CEFALEXINA SANT GALL FRIBURG;500 mg comp.x 16;C;CHICO;213;SANT GALL;00004;ANTIBIÓTICO;01676;CEFALEXINA;7798052710109;3652142;A;VENTA BAJO RECETA ARCHIVADA
51277;CEFALEXINA LABSA;500 mg comp.x 16;C;CHICO;635;LABSA;00004;ANTIBIÓTICO;01676;CEFALEXINA;7798141213764;9951277;A;VENTA BAJO RECETA ARCHIVADA
09872;CEFALEXINA FABRA;500 mg comp.x 16;G;GRANDE;087;FABRA S.R.L.;00004;ANTIBIÓTICO;01676;CEFALEXINA;7795332000134;3165982;A;VENTA BAJO RECETA ARCHIVADA
33488;CEFALEXINA FECOFAR;500 mg comp.x 16;G;GRANDE;092;FECOFAR COOP. LTDA.;00004;ANTIBIÓTICO;01676;CEFALEXINA;7798006300424;5069532;A;VENTA BAJO RECETA ARCHIVADA
00619;CEPOREXIN;500 mg comp.x 16;G;GRANDE;203;ROEMMERS;00004;ANTIBIÓTICO;01676;CEFALEXINA;7795345123509;2434862;A;VENTA BAJO RECETA ARCHIVADA
13898;CEFOSPOREN;500 mg comp.x 16;G;GRANDE;226;TRB-PHARMA;00004;ANTIBIÓTICO;01676;CEFALEXINA;7795371000270;2246346;A;VENTA BAJO RECETA ARCHIVADA
53997;RIBAMICIN;500 mg comp.x 16;G;GRANDE;574;RONNET LABORATOIRES S.A.;00004;ANTIBIÓTICO;01676;CEFALEXINA;7798090760203;5752262;A;VENTA BAJO RECETA ARCHIVADA
46917;LAFEXINA;500 mg comp.x 16;M;MEDIANO;397;LAFEDAR;00004;ANTIBIÓTICO;01676;CEFALEXINA;7798021291370;4615752;A;VENTA BAJO RECETA ARCHIVADA
00435;CEFALEXINA ARGENTIA;500 mg comp.x 16;M;MEDIANO;903;SIEGFRIED S.A.;00004;ANTIBIÓTICO;01676;CEFALEXINA;7798129410147;2856782;A;VENTA BAJO RECETA ARCHIVADA
56911;SEPTILISIN;500 mg comp.x 20;T;TERCERO;021;BAGO S.A.;00004;ANTIBIÓTICO;01676;CEFALEXINA;7790375268596;2108234;A;VENTA BAJO RECETA ARCHIVADA
46918;LAFEXINA;500 mg comp.x 24;T;TERCERO;397;LAFEDAR;00004;ANTIBIÓTICO;01676;CEFALEXINA;7798021291387;4615753;A;VENTA BAJO RECETA ARCHIVADA
13167;CEFALEXINA ARGENTIA;500 mg comp.x 24;T;TERCERO;903;SIEGFRIED S.A.;00004;ANTIBIÓTICO;01676;CEFALEXINA;7798129410154;2856783;A;VENTA BAJO RECETA ARCHIVADA
10039;KEFORAL;500 mg jbe.ext.x 60 ml;C;CHICO;518;IVAX ARGENTINA S.A.;00004;ANTIBIÓTICO;01676;CEFALEXINA;7795326002694;3188751;A;VENTA BAJO RECETA ARCHIVADA
10040;KEFORAL;500 mg jbe.ext.x 100 ml;G;GRANDE;518;IVAX ARGENTINA S.A.;00004;ANTIBIÓTICO;01676;CEFALEXINA;7795326002700;3188752;A;VENTA BAJO RECETA ARCHIVADA
15806;CEFALEXINA FABRA;500 mg jbe.x 60 ml;C;CHICO;087;FABRA S.R.L.;00004;ANTIBIÓTICO;01676;CEFALEXINA;7795332000752;4010761;A;VENTA BAJO RECETA ARCHIVADA
51279;CEFALEXINA LABSA;500 mg jbe.x 90 ml;C;CHICO;635;LABSA;00004;ANTIBIÓTICO;01676;CEFALEXINA;7798141213849;9951279;A;VENTA BAJO RECETA ARCHIVADA
15807;CEFALEXINA FABRA;500 mg jbe.x 90 ml;M;MEDIANO;087;FABRA S.R.L.;00004;ANTIBIÓTICO;01676;CEFALEXINA;7795332000769;4010762;A;VENTA BAJO RECETA ARCHIVADA
40096;CEFALEXINA FABRA;500 mg jbe.x 120 ml;T;TERCERO;087;FABRA S.R.L.;00004;ANTIBIÓTICO;01676;CEFALEXINA;7795332021399;4010763;A;VENTA BAJO RECETA ARCHIVADA
18752;CEFALEXINA RICHET;500 mg pvo.p/susp.x 12ds;C;CHICO;196;RICHET S.A.;00004;ANTIBIÓTICO;01676;CEFALEXINA;7795336033206;4114470;A;VENTA BAJO RECETA ARCHIVADA
18753;CEFALEXINA RICHET;500 mg pvo.p/susp.x 18ds;M;MEDIANO;196;RICHET S.A.;00004;ANTIBIÓTICO;01676;CEFALEXINA;7795336033213;4114550;A;VENTA BAJO RECETA ARCHIVADA
18754;CEFALEXINA RICHET;500 mg pvo.p/susp.x 24ds;T;TERCERO;196;RICHET S.A.;00004;ANTIBIÓTICO;01676;CEFALEXINA;7795336033220;4114630;A;VENTA BAJO RECETA ARCHIVADA
21262;CEFAGRAND;500 mg susp.ext.x 90 ml;C;CHICO;859;BIOSINTEX RETAIL;00004;ANTIBIÓTICO;01676;CEFALEXINA;7794207085214;9921262;A;VENTA BAJO RECETA ARCHIVADA
42752;CEFALEXINA SANT GALL FRIBURG;500 mg susp.ext.x 90 ml;G;GRANDE;213;SANT GALL;00004;ANTIBIÓTICO;01676;CEFALEXINA;7798052710352;5278042;A;VENTA BAJO RECETA ARCHIVADA
31713;VELEXINA;500 mg susp.oral x 90 ml;C;CHICO;064;KLONAL S.R.L.;00004;ANTIBIÓTICO;01676;CEFALEXINA;7795360003091;5095962;A;VENTA BAJO RECETA ARCHIVADA
